matEdi,matId,matPathVal,matTitulo,matLink
1912,34608,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36392,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34608&edi_id=1912
1912,34609,Categorias | ATOS DO PREFEITO | DECRETOS P,DECRETO P Nº 839,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34609&edi_id=1912
1912,34491,Categorias | GABINETE DO PREFEITO | EMPRESA OLÍMPICA MUNICIPAL | DESPACHO,Expediente do dia 29 de Outubro,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34491&edi_id=1912
1912,34490,Categorias | GABINETE DO PREFEITO | EMPRESA OLÍMPICA MUNICIPAL | OUTROS,NAD Encargos Patronais,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34490&edi_id=1912
1912,34595,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | SUBSECRETARIAS | SUBSECRETARIA DE GESTÃO  | PORTARIAS | PORTARIA P,Portaria.108.30.10.2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34595&edi_id=1912
1912,34574,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | SUBSECRETARIAS | SUBSECRETARIA DE GESTÃO  | DESPACHOS,Subg.CVLRETIFCAÇAO.30.10.2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34574&edi_id=1912
1912,34549,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | PORTARIAS | PORTARIA P,Portaria 139 -2012 Designar Jorge Roberto Gonçalves da Silva cod 031556,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34549&edi_id=1912
1912,34550,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | PORTARIAS | PORTARIA P,Portaria 184 -2012 Dispensar Paulo Roberto Monteiro Chaves cod 23708,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34550&edi_id=1912
1912,34551,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | PORTARIAS | PORTARIA P,Portaria 185 -2012 Dispensar Suian de Oliveira Manhaes cod 31749,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34551&edi_id=1912
1912,34590,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | DESPACHOS,Publicação cópia de inteiro teor 506-2012 ,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34590&edi_id=1912
1912,34591,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | DESPACHOS,Suspensão do contrato de trabalho - Julio Cezar de Souza Vilela,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34591&edi_id=1912
1912,34547,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | DESPACHOS,Retificação Heloiza Valeria Soares de Souza,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34547&edi_id=1912
1912,34390,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE ARTES GRÁFICAS | DESPACHOS,DO PRE,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34390&edi_id=1912
1912,34544,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | PORTARIAS | PORTARIA P,"PORTARIA P N.º 118, DE 30 DE OUTUBRO DE 2012",http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34544&edi_id=1912
1912,34548,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | DESPACHOS,DESPACHO DO PRESIDENTE,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34548&edi_id=1912
1912,34553,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | OUTROS,DESPACHO DO CHEFE DE GABINETE,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34553&edi_id=1912
1912,34561,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | OUTROS,DIRETORIA DE PREVIDÊNCIA E ASSISTÊNCIA,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34561&edi_id=1912
1912,34558,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | OUTROS,DIRETORIA DE ADMINISTRAÇÃO E FINANÇAS,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=34558&edi_id=1912
