matEdi,matId,matPathVal,matTitulo,matLink
1799,5831,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | RESOLUÇÕES | RESOLUÇÃO P,RESOLUÇÃO P Nº 539,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5831&edi_id=1799
1799,5832,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | RESOLUÇÕES | RESOLUÇÃO P,RESOLUÇÃO P Nº 540,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5832&edi_id=1799
1799,5450,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | PORTARIAS,PORTARIA COPPEAD 010011-12,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5450&edi_id=1799
1799,5722,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | DESPACHOS,DAF NADs 25-06,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5722&edi_id=1799
1799,5769,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | DESPACHOS,DESPACHOS DO PRESIDENTE,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5769&edi_id=1799
1799,5772,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | OUTROS,DIRETORIA DE ADMINISTRAÇÃO E FINANÇAS,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5772&edi_id=1799
1799,5777,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | OUTROS,DIRETORIA DE PREVIDÊNCIA E ASSISTÊNCIA,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5777&edi_id=1799
1799,5694,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS | PORTARIAS,25.06.2012PORT,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5694&edi_id=1799
1799,5692,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS | DESPACHOS,25.06.2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5692&edi_id=1799
1799,5719,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | DESPACHOS,DESPACHOS DO SECRETÁRIO,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5719&edi_id=1799
1799,5516,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | COORDENAÇÃO DE LICENCIAMENTO E FISCALIZAÇÃO | DESPACHOS DO COORDENADOR,publicação de 25/06/12,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5516&edi_id=1799
1799,5517,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | COORDENAÇÃO DE LICENCIAMENTO E FISCALIZAÇÃO | OUTROS,publicação de 25/06/12,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5517&edi_id=1799
1799,5531,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 7ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,19 06 2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5531&edi_id=1799
1799,5630,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 10ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,Despachos Diretor 25062012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5630&edi_id=1799
1799,5806,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 12ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,12 irlf1 25-06-2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5806&edi_id=1799
1799,5518,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 14ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,201244,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5518&edi_id=1799
1799,5580,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 17ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,Publicação 25062012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5580&edi_id=1799
1799,5755,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | GUARDA MUNICIPAL DO RIO DE JANEIRO | PORTARIAS | PORTARIA P,Portaria ,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5755&edi_id=1799
1799,5536,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | GUARDA MUNICIPAL DO RIO DE JANEIRO | PORTARIAS | PORTARIA P,PORTARIA PIG Nº 218,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=5536&edi_id=1799
