matEdi,matId,matPathVal,matTitulo,matLink
1930,37587,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV01 - Relação das categorias de serviços,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37587&edi_id=1930
1930,37588,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV01A - Relação das categorias de elementares,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37588&edi_id=1930
1930,37591,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV02 - Tabelas,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37591&edi_id=1930
1930,37592,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV03 - Encargos Sociais Obras Públicas e Encargos Sociais Consultoria,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37592&edi_id=1930
1930,37603,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV04 - Relação de Itens Elementares por descrição,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37603&edi_id=1930
1930,37604,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV04A - Relação de Itens Específicos,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37604&edi_id=1930
1930,37605,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV05 - Hierarquia dos Itens de Serviços,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37605&edi_id=1930
1930,37607,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV06 - Catálogo dos Itens de Serviços,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37607&edi_id=1930
1930,37608,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV08 - Ocorrências dos Itens de Serviço,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37608&edi_id=1930
1930,37617,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV09 - Ocorrências dos Itens Elementares,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=37617&edi_id=1930
