matEdi,matId,matPathVal,matTitulo,matLink
1772,204,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.657,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=204&edi_id=1772
1772,205,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.658,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=205&edi_id=1772
1772,211,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.659,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=211&edi_id=1772
1772,213,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.660,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=213&edi_id=1772
1772,215,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.661,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=215&edi_id=1772
1772,225,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.662,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=225&edi_id=1772
1772,229,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.663,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=229&edi_id=1772
1772,231,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.664,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=231&edi_id=1772
1772,232,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.665,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=232&edi_id=1772
1772,154,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 35.666,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=154&edi_id=1772
1772,261,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.667 ,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=261&edi_id=1772
1772,240,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.668 ,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=240&edi_id=1772
1772,256,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO N.º 35.669,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=256&edi_id=1772
