matEdi,matId,matPathVal,matTitulo,matLink
1933,39667,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36461,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39667&edi_id=1933
1933,39686,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36462,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39686&edi_id=1933
1933,39687,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36463,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39687&edi_id=1933
1933,39573,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | COMISSÃO DE QUALIFICAÇÃO DE ORGANIZAÇÕES SOCIAS | OUTROS,Deliberação n° 78,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39573&edi_id=1933
1933,39556,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE ARTES GRÁFICAS | DESPACHOS,Autorização-Pregão-052-2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39556&edi_id=1933
1933,39544,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE ARTES GRÁFICAS | DESPACHOS,DO PRE,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39544&edi_id=1933
1933,39569,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE ARTES GRÁFICAS | DESPACHOS,Aut Prorr Termo BRASIL FORTE 2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39569&edi_id=1933
1933,39622,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE ARTES GRÁFICAS | DESPACHOS,DO PRE,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39622&edi_id=1933
1933,39625,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE ARTES GRÁFICAS | OUTROS,DAF DO,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39625&edi_id=1933
1933,39628,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | OUTROS,DIRETORIA DE PREVIDÊNCIA E ASSISTÊNCIA,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39628&edi_id=1933
1933,39663,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS | OUTROS,26.11.2012DESP.GAB,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=39663&edi_id=1933
