matEdi,matId,matPathVal,matTitulo,matLink
1897,30325,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV01 - Relação das categorias de serviços,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30325&edi_id=1897
1897,30347,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV08 - Ocorrências dos Itens de Serviço,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30347&edi_id=1897
1897,30346,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV06 - Catálogo dos Itens de Serviço,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30346&edi_id=1897
1897,30345,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV05 - Hierarquia dos Itens de Serviço,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30345&edi_id=1897
1897,30344,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV04A - Relação de itens específicos,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30344&edi_id=1897
1897,30343,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV04 - Relação de Itens Elementares,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30343&edi_id=1897
1897,30328,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV03 - Encargos Sociais Obras Públicas e Encargos Sociais Consultoria,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30328&edi_id=1897
1897,30327,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV02 - Tabelas,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30327&edi_id=1897
1897,30326,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV01A - Relação das categorias de elementares,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30326&edi_id=1897
1897,30349,Categorias | AVISOS EDITAIS E TERMOS DE CONTRATOS | CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO | AVISOS,FGV09 - Ocorrências dos Itens Elementares,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=30349&edi_id=1897
