matEdi,matId,matPathVal,matTitulo,matLink
1847,18079,Categorias | DESPACHOS DO PREFEITO,DESPACHOS DO PREFEITO,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=18079&edi_id=1847
1847,18054,Categorias | GABINETE DO PREFEITO | OUTROS,subg.gbp.20/08/2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=18054&edi_id=1847
1847,17841,Categorias | GABINETE DO PREFEITO | EMPRESA OLÍMPICA MUNICIPAL | PORTARIA | PORTARIA P,Retificação,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17841&edi_id=1847
1847,18059,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | SUBSECRETARIAS | SUBSECRETARIA DE GESTÃO  | DESPACHOS,subg.CVL.2.20/08/2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=18059&edi_id=1847
1847,17864,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | SUBSECRETARIAS | SUBSECRETARIA DE GESTÃO  | DESPACHOS,Subg.CVL.20/08/2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17864&edi_id=1847
1847,18012,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | SUBSECRETARIAS | SUBSECRETARIA DE GESTÃO  | OUTROS,DESPACHOS DA GERENTE,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=18012&edi_id=1847
1847,17927,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | OUTROS,DAF - NAD DSI 20/08,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17927&edi_id=1847
1847,17924,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | OUTROS,DAF - NAD DAF 20/08,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17924&edi_id=1847
1847,17964,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE ARTES GRÁFICAS | DESPACHOS,Publica,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17964&edi_id=1847
1847,17992,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | OUTROS,DIRETORIA DE ADMINISTRAÇÃO E FINANÇAS,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17992&edi_id=1847
1847,17990,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | OUTROS,DIRETORIA DE PREVIDÊNCIA E ASSISTÊNCIA,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17990&edi_id=1847
1847,17995,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS | PORTARIAS | PORTARIA P,20.08.2012PORT,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17995&edi_id=1847
1847,17996,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS | DESPACHOS,20.08.2012DESP.PRES,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17996&edi_id=1847
1847,17844,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | DESPACHOS,DESPACHOS DO SECRETÁRIO,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17844&edi_id=1847
1847,17797,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | CORREGEDORIA GERAL | PORTARIAS | PORTARIA P,DESPACHO DA CORREGEDORIA,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17797&edi_id=1847
1847,17769,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | COORDENAÇÃO DE LICENCIAMENTO E FISCALIZAÇÃO | DESPACHOS DO COORDENADOR,publicação de 20/08/12,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17769&edi_id=1847
1847,17831,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 5ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,PUBLICAÇÃO 5ªIRLF 20.08.2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=17831&edi_id=1847
