matEdi,matId,matPathVal,matTitulo,matLink
1878,26231,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36244,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26231&edi_id=1878
1878,26232,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36245,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26232&edi_id=1878
1878,26233,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36246,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26233&edi_id=1878
1878,26234,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36247,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26234&edi_id=1878
1878,26235,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36248,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26235&edi_id=1878
1878,26236,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36249,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26236&edi_id=1878
1878,26237,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36250,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26237&edi_id=1878
1878,26238,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36251,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26238&edi_id=1878
1878,26239,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36252,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26239&edi_id=1878
1878,26240,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36253,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26240&edi_id=1878
1878,26241,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36254,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=26241&edi_id=1878
