matEdi,matId,matPathVal,matTitulo,matLink
1802,6749,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 35816,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6749&edi_id=1802
1802,6782,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 35817,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6782&edi_id=1802
1802,6783,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 35818,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6783&edi_id=1802
1802,6787,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 35819,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6787&edi_id=1802
1802,6788,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 35820,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6788&edi_id=1802
1802,6789,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 35821,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6789&edi_id=1802
1802,6790,Categorias | ATOS DO PREFEITO | DECRETOS N,REPUBLICAÇÃO - DECRETO Nº 35050,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6790&edi_id=1802
1802,6757,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 35808 - RETIFICAÇÃO,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6757&edi_id=1802
1802,6791,Categorias | DESPACHOS DO PREFEITO,DESPACHOS DO PREFEITO,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6791&edi_id=1802
1802,6778,Categorias | RESOLUÇÃO CONJUNTA | RESOLUÇÕES,RESOLUÇÃO CONJUNTA CEDS-SMAS Nº 002-2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6778&edi_id=1802
1802,6766,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | RESOLUÇÕES | RESOLUÇÃO P,RESOLUÇÃO P Nº 542,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6766&edi_id=1802
1802,6767,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | RESOLUÇÕES | RESOLUÇÃO P,RESOLUÇÃO P Nº 543,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=6767&edi_id=1802
