matEdi,matId,matPathVal,matTitulo,matLink
1854,20445,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36158,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20445&edi_id=1854
1854,20449,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36159,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20449&edi_id=1854
1854,20453,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36160,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20453&edi_id=1854
1854,20455,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36161,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20455&edi_id=1854
1854,20458,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36162,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20458&edi_id=1854
1854,20460,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36163,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20460&edi_id=1854
1854,20461,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36164,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20461&edi_id=1854
1854,20462,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36165,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20462&edi_id=1854
1854,20464,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36166,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20464&edi_id=1854
1854,20466,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36167,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20466&edi_id=1854
1854,20468,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36168,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20468&edi_id=1854
1854,20471,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36169,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20471&edi_id=1854
1854,20474,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36170,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20474&edi_id=1854
1854,20476,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36171,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20476&edi_id=1854
1854,20477,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36172,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20477&edi_id=1854
1854,20486,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36173,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20486&edi_id=1854
1854,20489,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36174,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20489&edi_id=1854
1854,20490,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36175,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20490&edi_id=1854
1854,20543,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36176,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20543&edi_id=1854
1854,20544,Categorias | ATOS DO PREFEITO | DECRETOS N,DECRETO Nº 36177,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20544&edi_id=1854
1854,20542,Categorias | ATOS DO PREFEITO | DECRETOS N,RETIF DECRETO Nº 36015,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20542&edi_id=1854
1854,20546,Categorias | DESPACHOS DO PREFEITO,DESPACHOS DO PREFEITO,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20546&edi_id=1854
1854,20534,Categorias | GABINETE DO PREFEITO | OUTROS,Subg.29/08/2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20534&edi_id=1854
1854,20535,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | RESOLUÇÕES | RESOLUÇÃO P,RESOLUÇÃO P Nº 920,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20535&edi_id=1854
1854,20536,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | RESOLUÇÕES | RESOLUÇÃO P,RESOLUÇÃO P Nº 921,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20536&edi_id=1854
1854,20533,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | SUBSECRETARIAS | SUBSECRETARIA DE GESTÃO  | DESPACHOS,Subg.29/08/2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20533&edi_id=1854
1854,20255,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | SUBSECRETARIAS | SUBSECRETARIA DE GESTÃO  | DESPACHOS,Subg.CVL.2.28/08/2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20255&edi_id=1854
1854,20541,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | SUBSECRETARIAS | SUBSECRETARIA DE GESTÃO  | DESPACHOS,SUBG.CVL1. 29.08.2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20541&edi_id=1854
1854,20246,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | SUBSECRETARIAS | SUBSECRETARIA DE GESTÃO  | OUTROS,APOSTILA DA GERENTE ,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20246&edi_id=1854
1854,20237,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | PORTARIAS | PORTARIA P,Portaria 140-2012 Fiscais DOMINIO RIO 002-12,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20237&edi_id=1854
1854,20308,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | EMPRESA MUNICIPAL DE INFORMÁTICA | OUTROS,DAF - NADs DAF 29/08,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20308&edi_id=1854
1854,20492,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DO MUNICÍPIO DO RIO DE JANEIRO | DESPACHOS,DIRETORIA DE PREVIDÊNCIA E ASSISTÊNCIA,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20492&edi_id=1854
1854,20470,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS | PORTARIAS | PORTARIA P,29.08.2012PORT,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20470&edi_id=1854
1854,20472,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS | DESPACHOS,29.08.2012DESP.PRES,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20472&edi_id=1854
1854,20473,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS | OUTROS,29.08.2012DESP.GAB,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20473&edi_id=1854
1854,20545,Categorias | SECRETARIA MUNICIPAL DA CASA CIVIL | INSTITUTO FUNDAÇÃO JOÃO GOULART | PORTARIAS | PORTARIA N,PORTARIA FJG Nº 12,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20545&edi_id=1854
1854,20412,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | DESPACHOS,DESPACHOS DO SECRETÁRIO,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20412&edi_id=1854
1854,20206,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | COORDENAÇÃO DE LICENCIAMENTO E FISCALIZAÇÃO | DESPACHOS DO COORDENADOR,publicação de 29/08/12,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20206&edi_id=1854
1854,20209,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | COORDENAÇÃO DE LICENCIAMENTO E FISCALIZAÇÃO | OUTROS,publicação de 29/08/12,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20209&edi_id=1854
1854,20275,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 2ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,Despachos do Diretor,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20275&edi_id=1854
1854,20267,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 3ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,28  08 2012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20267&edi_id=1854
1854,20242,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 4ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,DESPACHOS DA DIRETORA,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20242&edi_id=1854
1854,20217,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 6ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,21 08,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20217&edi_id=1854
1854,20219,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 6ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,23 08,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20219&edi_id=1854
1854,20227,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 6ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,28 08,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20227&edi_id=1854
1854,20380,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 7ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,Despachos do Diretor AI MANTIDO 29082012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20380&edi_id=1854
1854,13049,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 10ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,Despachos Diretor 23072012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=13049&edi_id=1854
1854,20185,Categorias | SECRETARIA MUNICIPAL DE ORDEM PÚBLICA | COORDENADORIAS | INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO-IRLF | 10ª INSPETORIA REGIONAL DE LICENCIAMENTO E FISCALIZAÇÃO  | DESPACHOS,Despachos Diretor 27082012,http://doweb.rio.rj.gov.br/do/navegadorhtml/mostrar.htm?id=20185&edi_id=1854
